cvegeo,centroide
090110001154A,POINT (-99.04665026713732 19.31319943040427)
090110011072A,POINT (-98.96459877195547 19.22312292464396)
0901100111041,POINT (-98.95594973238747 19.22549383073301)
0901100010310,POINT (-99.06025066123203 19.28794709973102)
0901100211018,POINT (-98.99488649484296 19.24051249802504)
090110021115A,POINT (-99.00079634654173 19.23071262542571)
0901100111037,POINT (-98.96681129538409 19.22849211420303)
0901100260965,POINT (-98.96794108361674 19.31460574799557)
090110026097A,POINT (-98.97102364821383 19.30863808438172)
0901100011427,POINT (-99.00966729287465 19.26540378265719)
0901100011361,POINT (-99.05012284285091 19.30580636487582)
0901100010630,POINT (-99.05686313026045 19.2934035033189)
0901100010999,POINT (-98.99630839561743 19.24743306136558)
0901100010058,POINT (-99.06179776017356 19.30169010408509)
0901100010151,POINT (-99.01077968538819 19.29608713730334)
0901100011056,POINT (-99.05250643298078 19.28599992125129)
0901100010325,POINT (-99.06210404398647 19.28654082776914)
0901100011094,POINT (-99.06308788008504 19.2837661635318)
090110001122A,POINT (-99.04122572202208 19.30718534879561)
0901100011249,POINT (-99.05871155425203 19.29918694117891)
0901100011253,POINT (-99.0579613909333 19.29612741390493)
0901100011287,POINT (-99.06117950985936 19.29204236490975)
0901100011304,POINT (-99.05446257521056 19.28358811927508)
0901100011338,POINT (-99.04708158078569 19.30258635200538)
0901100011465,POINT (-99.047347212413 19.30617815209967)
090110001147A,POINT (-99.04576833547728 19.3056657482881)
0901100011484,POINT (-99.00756243391942 19.25625765215059)
0901100010077,POINT (-99.05375048122251 19.29930810714335)
0901100010240,POINT (-99.01293453183588 19.29007671764426)
0901100010166,POINT (-99.01156200985396 19.29326319841125)
0901100010170,POINT (-99.00543479762342 19.29348163569588)
0901100010927,POINT (-99.0386397224967 19.29049076949852)
0901100010202,POINT (-99.04772063404106 19.28919963788594)
0901100010217,POINT (-99.04297999034625 19.28849810928638)
0901100010397,POINT (-98.99391872141469 19.27828655904093)
090110001065A,POINT (-99.032789662978 19.29151005933915)
0901100010306,POINT (-99.05764410936659 19.28770451013259)
0901100010645,POINT (-99.05091761681371 19.2929571419535)
0901100241520,POINT (-98.97954199473563 19.22123963902098)
0901100010289,POINT (-99.0032329953779 19.28331236860447)
0901100010043,POINT (-99.0296812220314 19.30030111100045)
0901100241183,POINT (-98.97028448055998 19.22086935168757)
0901100010664,POINT (-99.05323063731021 19.29020258472535)
0901100010039,POINT (-99.03818318524088 19.29997313108913)
0901100010113,POINT (-99.03802117528843 19.29480037044602)
0901100010096,POINT (-99.0484264784437 19.2960286536045)
0901100010128,POINT (-99.03093080998276 19.29517193513806)
0901100010382,POINT (-98.99893644660746 19.2750828661371)
0901100011395,POINT (-99.02825163293068 19.28105522047214)
0901100010147,POINT (-99.01767030415596 19.29613592843666)
0901100010359,POINT (-99.00642516024079 19.27906594236237)
0901100010363,POINT (-99.00325556155842 19.27919544397458)
0901100010378,POINT (-98.99873752824786 19.27864025377472)
0901100010575,POINT (-98.99479711856181 19.28677558533386)
0901100010433,POINT (-99.0054224861138 19.27230279811171)
0901100010448,POINT (-99.0034732547519 19.27434386825982)
0901100010950,POINT (-99.00559123334787 19.2615393851648)
0901100011342,POINT (-99.04191562662766 19.30122615035055)
0901100011145,POINT (-99.04309213886425 19.30233070737496)
0901100011234,POINT (-99.03895421443191 19.30500447504924)
0901100010931,POINT (-99.03814738458223 19.28357718380071)
0901100010946,POINT (-99.0028282938861 19.26493201650565)
0901100011272,POINT (-99.04237654946766 19.29342118695226)
0901100011291,POINT (-99.0572551799991 19.28954698277539)
0901100011319,POINT (-99.05179459926568 19.28233518089922)
0901100011268,POINT (-99.04460202578991 19.29597948889461)
0901100210791,POINT (-98.99299386703846 19.23888921400677)
0901100211022,POINT (-98.98984991498062 19.23134797435766)
0901100261501,POINT (-98.96939593213783 19.31973977894476)
0901100010255,POINT (-99.00768217704774 19.28857873324902)
0901100010753,POINT (-99.01854993742445 19.30107455633934)
0901100011431,POINT (-99.01842265778092 19.2641374516867)
0901100261164,POINT (-98.96275397782691 19.32245400121272)
0901100241408,POINT (-98.97737683501227 19.21887901615104)
0901100011535,POINT (-99.02839623315353 19.27718337228805)
0901200011975,POINT (-99.10757298412996 19.29588878957399)
0901100011450,POINT (-99.03403332433743 19.28074640531381)
0901100011380,POINT (-99.03606433146409 19.27526440665223)
0901100010185,POINT (-98.99626043337832 19.2929010924343)
0901100240734,POINT (-98.97283477027207 19.21734874668149)
0901600011141,POINT (-99.19231734397994 19.40937111165684)
0901100010819,POINT (-99.00718061300998 19.24234649146756)
0901100211003,POINT (-99.00329883138856 19.2375710394819)
0901100010984,POINT (-98.99991047050398 19.24572419835656)
0901100010772,POINT (-99.00198292047375 19.25590399045964)
0901200010604,POINT (-99.23893294943315 19.28543853238009)
0901200011072,POINT (-99.17825604845261 19.27780886053019)
0901200011424,POINT (-99.18722909346171 19.27047046053116)
0901200010498,POINT (-99.11380693598589 19.29256675049725)
0901200010125,POINT (-99.1772404101547 19.30120249331704)
0901200010445,POINT (-99.14796668396754 19.29738912214703)
0901200010074,POINT (-99.19262551882493 19.29992482822562)
0901200010159,POINT (-99.1722009648249 19.30021386427838)
090120001045A,POINT (-99.14218090500754 19.29680172643282)
0901200010411,POINT (-99.15914635451318 19.29423245640326)
0901200010017,POINT (-99.22489357836319 19.30818030206524)
0901200010337,POINT (-99.22243944458418 19.29404773983028)
0901200010214,POINT (-99.13772578308578 19.30040355075203)
090120001077A,POINT (-99.24121520160408 19.28033935519225)
0901200010267,POINT (-99.1158540485051 19.29923398327496)
0901200010303,POINT (-99.23212963161217 19.29629596450873)
0901200012066,POINT (-99.21994324495577 19.30326548173186)
090120001198A,POINT (-99.10429854770486 19.29699089890775)
0901200012174,POINT (-99.11074865395452 19.29792923304874)
0901200011994,POINT (-99.10251013518977 19.2973832766459)
0901200010500,POINT (-99.23960446994165 19.29075502734596)
0901200011000,POINT (-99.1331717277523 19.28434889598167)
090120001216A,POINT (-99.11263519646455 19.29719184242553)
0901200011496,POINT (-99.2413152029706 19.27566009306963)
0901200011509,POINT (-99.23953850202962 19.27184519897919)
090120001020A,POINT (-99.12964883815503 19.30447773654743)
0901500010589,POINT (-99.12581431075935 19.44109257915057)
0901200010021,POINT (-99.22192780022436 19.30809150397168)
0901200010106,POINT (-99.1823108833326 19.30130989107697)
090120001013A,POINT (-99.17465050019929 19.30049147533138)
0901200010182,POINT (-99.16260287914295 19.29876796026366)
0901200010197,POINT (-99.134436060496 19.3049155460266)
0901200010040,POINT (-99.22981054199168 19.30421083306149)
0901200011388,POINT (-99.22754473033777 19.30162730799033)
0901200010661,POINT (-99.21333782675543 19.28825107120142)
0901200271763,POINT (-99.1555895680282 19.20204029239241)
0901200012070,POINT (-99.21441288433942 19.30172261722059)
0901200011068,POINT (-99.1432524560397 19.27884669419549)
0901200011937,POINT (-99.11790936296356 19.29729800738975)
0901200012193,POINT (-99.19966996323627 19.27953003606344)
0901200012121,POINT (-99.14804632142214 19.27516461373173)
090120027180A,POINT (-99.15980058973655 19.19431612645613)
0901200011956,POINT (-99.20150544118384 19.30114135131328)
0901200010430,POINT (-99.15200448775123 19.2943638471832)
0901200011918,POINT (-99.12182187917983 19.30077206195458)
0901200012206,POINT (-99.24219032782652 19.267584236838)
090120001038A,POINT (-99.16888302636322 19.29080679009592)
0901200010089,POINT (-99.18822284673195 19.29956164692565)
0901200012155,POINT (-99.1506898423646 19.25698163032241)
0901200010483,POINT (-99.12172615904586 19.29509864518762)
0901200010712,POINT (-99.12747418959172 19.29006217358518)
0901200010943,POINT (-99.17108700272279 19.28526760168477)
0901200012352,POINT (-99.15802585883308 19.22537989834945)
0901200010962,POINT (-99.1611577526789 19.28654925126779)
0901200010568,POINT (-99.13488311745968 19.29162870872777)
0901200010642,POINT (-99.22151172398368 19.28778395800022)
0901200010407,POINT (-99.16330925791624 19.29365540211772)
0901200012441,POINT (-99.15340642537949 19.23601568940625)
0901200010479,POINT (-99.12749011532554 19.29465422534107)
0901200262314,POINT (-99.19438459177584 19.22407389831222)
0901200010549,POINT (-99.14280000044785 19.29274754941983)
0901200010731,POINT (-99.12023491477252 19.28897297915594)
0901200010765,POINT (-99.12372696246641 19.28746445503071)
0901200010816,POINT (-99.22733540248312 19.28128170523107)
0901200010820,POINT (-99.2235242552493 19.28160678173622)
0901200010835,POINT (-99.22032176507133 19.28146327373312)
090120001084A,POINT (-99.21709227643805 19.28086528306679)
0901200010854,POINT (-99.21307273289565 19.2836060080408)
0901200010869,POINT (-99.21140399848609 19.28010470467336)
090140001051A,POINT (-99.13684961028154 19.38357974505974)
0901200010888,POINT (-99.19963748350087 19.28405300250054)
0901200010892,POINT (-99.19417719388913 19.28251752150014)
090120001091A,POINT (-99.18660630793956 19.28641028832739)
0901200010375,POINT (-99.17749582742576 19.29389494760328)
0901200010676,POINT (-99.18339925839364 19.28886824229599)
0901200010680,POINT (-99.17718224284705 19.29027058407651)
0901200010695,POINT (-99.14918179999519 19.28957478744608)
0901200010727,POINT (-99.12363968153731 19.29053956448536)
0901200011640,POINT (-99.15871265821391 19.24638854687432)
090120026248A,POINT (-99.17907990050254 19.21701432897081)
0901200010623,POINT (-99.22802993656157 19.28652266807026)
0901200010638,POINT (-99.22501443279612 19.28820729291329)
0901200010657,POINT (-99.21744536986998 19.2874834243029)
0901200010939,POINT (-99.1778088836991 19.28375886645593)
0901200010977,POINT (-99.15130681849907 19.2861829005842)
0901200011015,POINT (-99.17151976309916 19.28235274723495)
0901200010996,POINT (-99.13886388362126 19.28491620058753)
090120001102A,POINT (-99.1652753685017 19.28086359707359)
0901200011034,POINT (-99.15961510336018 19.28212775304092)
0901200011157,POINT (-99.16595038793086 19.27039346797139)
0901200011547,POINT (-99.19937237104544 19.27260741011354)
0901200011087,POINT (-99.17319760603303 19.27833711500704)
0901200011091,POINT (-99.17139379371548 19.27960083459798)
0901200011104,POINT (-99.17062932856527 19.27777078807817)
0901200011119,POINT (-99.17519804761058 19.27369907610647)
0901200011566,POINT (-99.18413463689967 19.2669251490749)
0901500010697,POINT (-99.15941077996497 19.43707624584172)
0901200011176,POINT (-99.16766171897605 19.26577552564856)
0901200011513,POINT (-99.22610744945722 19.2687780929126)
0901200012013,POINT (-99.16900701671487 19.25380250111665)
0901200012047,POINT (-99.23357676229864 19.2717657719766)
0901400010524,POINT (-99.13731131959793 19.38096505113424)
0901200011049,POINT (-99.15513322255006 19.28105666698196)
0901200012051,POINT (-99.23005756395943 19.2717868860306)
0901200011481,POINT (-99.21938525099996 19.27036814115567)
0901200262403,POINT (-99.18654013673496 19.21511256685995)
0901200010905,POINT (-99.19008200273232 19.2836454378772)
090140001044A,POINT (-99.15450555672923 19.38325388898748)
0901200012136,POINT (-99.15747805291545 19.27030368233256)
0901200012140,POINT (-99.15179517351196 19.26834263829661)
0901200012333,POINT (-99.18110627473078 19.23114758680276)
0901200261710,POINT (-99.19510486833644 19.21206728164127)
0901200012263,POINT (-99.16126283695246 19.26735784956708)
0901400010539,POINT (-99.13795075282019 19.37829099967887)
0901200262297,POINT (-99.21877059029487 19.22481326377672)
0901200262329,POINT (-99.22299034433533 19.21341185950029)
0901200262418,POINT (-99.1789341088127 19.21114164610181)
0901200192475,POINT (-99.17417340989391 19.13214404589231)
0901200011960,POINT (-99.20048587534858 19.29257838756767)
0901200011462,POINT (-99.20958730584204 19.27103928930426)
0901200261693,POINT (-99.21888327744938 19.21143902001782)
0901200011759,POINT (-99.19989242665774 19.25447136836822)
0901200011477,POINT (-99.22597788133783 19.27312641100698)
090120001223A,POINT (-99.18602055091503 19.27289772912528)
0901200012244,POINT (-99.16347610021297 19.27383638503482)
090120001052A,POINT (-99.23194490315549 19.29119993830037)
0901500011430,POINT (-99.17019454833722 19.40397311144357)
0901200012278,POINT (-99.19292051854529 19.27171497358827)
0901200011890,POINT (-99.18265583105911 19.29756110976994)
0901200010534,POINT (-99.14463259141986 19.29045577603425)
0901200012225,POINT (-99.18367342172176 19.2765792591634)
0901200011316,POINT (-99.20555534630789 19.27933961573016)
0901200010341,POINT (-99.21676297313148 19.29286480825506)
0901400010863,POINT (-99.14589348236781 19.36674640862441)
0901200011212,POINT (-99.16314498258986 19.23486712538823)
0901200012367,POINT (-99.17503123913718 19.2257354746408)
0901200011299,POINT (-99.23096379611341 19.27655084561765)
0901200011903,POINT (-99.17783965366758 19.29730525812146)
0901400010079,POINT (-99.15226674144732 19.39992505577655)
0901200011195,POINT (-99.17865676356683 19.25540092090356)
0901200011369,POINT (-99.22268537837117 19.30222399619319)
0901200011439,POINT (-99.21436892258721 19.27471555394449)
0901200011443,POINT (-99.22282505153893 19.27612588538674)
0901200010360,POINT (-99.18187491163422 19.29233493125294)
090130001107A,POINT (-99.12566847638422 19.27184248580576)
0901200011585,POINT (-99.18850656827874 19.25075803101967)
0901200012348,POINT (-99.16643835605802 19.22830502340128)
0901200010233,POINT (-99.12830477147632 19.30024078665898)
0901500011074,POINT (-99.12863915487597 19.41841846635916)
0901200011655,POINT (-99.16309173673763 19.22947703281209)
0901200012009,POINT (-99.16886755766005 19.26102996580618)
0901300011243,POINT (-99.11084709529645 19.28695272165926)
0901200011617,POINT (-99.17415399720883 19.23175160048808)
0901200010163,POINT (-99.16890656044855 19.30047023405529)
0901200010746,POINT (-99.12652651442114 19.28671105482342)
0901200261532,POINT (-99.20790953845375 19.21790168836398)
0901200010784,POINT (-99.23722234922899 19.28011467931431)
0901200012210,POINT (-99.23713012648048 19.26813193651051)
0901200010464,POINT (-99.13500741851972 19.29543331083656)
0901200010515,POINT (-99.23528263266351 19.28982239862476)
0901200010708,POINT (-99.13087012725902 19.28898139035871)
0901200010750,POINT (-99.12482079035863 19.28898547860768)
0901200261689,POINT (-99.20870689691837 19.22588440931516)
0901200010619,POINT (-99.2315451202233 19.2856101478048)
0901200010799,POINT (-99.23438906737701 19.28106889693045)
0901200010553,POINT (-99.13727326643092 19.2891523652098)
0901200010587,POINT (-99.12118334910112 19.29249111054177)
0901200010591,POINT (-99.11758501369376 19.29083728185028)
0901200272028,POINT (-99.14579551640051 19.20053723001416)
090130001018A,POINT (-99.11959368738761 19.2610984307743)
0901200010924,POINT (-99.18204397742514 19.28494369291717)
0901200010958,POINT (-99.16762570766362 19.28698932592819)
0901200011123,POINT (-99.16979742678507 19.27377428960337)
0901200011142,POINT (-99.17423065141314 19.27021660223446)
0901300011347,POINT (-99.12652163240149 19.26330723301634)
090150001070A,POINT (-99.15573220542275 19.43611176833164)
0901200011161,POINT (-99.17830971708486 19.26741952332836)
0901200010318,POINT (-99.22841426320663 19.29407011853698)
0901200010322,POINT (-99.22563557229232 19.29516414884075)
0901200010093,POINT (-99.18725799348005 19.29747561923361)
0901200010144,POINT (-99.17190267699117 19.29544185095712)
0901200010178,POINT (-99.17041832647323 19.29739524698964)
0901300010086,POINT (-99.11938696533672 19.26899236398662)
0901400010346,POINT (-99.18793250064492 19.38851465289057)
0901200011570,POINT (-99.20218487703606 19.26476105681267)
0901200011053,POINT (-99.15442310950638 19.27675623280585)
0901200012085,POINT (-99.18737037917165 19.27929794844453)
0901200012259,POINT (-99.15988016673772 19.27431729571888)
0901400010670,POINT (-99.1390598383024 19.37167553792222)
0901200272032,POINT (-99.14186811202752 19.1985976431366)
090120027230A,POINT (-99.1611446011284 19.20866875340757)
0901200011458,POINT (-99.2180374141164 19.27554167984264)
0901200012102,POINT (-99.16203289879401 19.27778645217287)
0901200011941,POINT (-99.11631006903445 19.29549565057447)
0901300010090,POINT (-99.11059922441051 19.27643400715095)
0901200012282,POINT (-99.1909420652336 19.27636846721753)
090120001173A,POINT (-99.22926014951287 19.26388741105259)
0901200011922,POINT (-99.1222643855705 19.2981085307849)
0901200012189,POINT (-99.20639048930381 19.28385499146083)
0901200012371,POINT (-99.18993714089166 19.24426281453564)
0901300010122,POINT (-99.10475556271382 19.26692650691951)
0901200011744,POINT (-99.18772876108726 19.26007091839443)
0901200192460,POINT (-99.17609349653357 19.13700429421857)
0901300010052,POINT (-99.10403808039997 19.28346585479125)
0901200261528,POINT (-99.20006497611796 19.21944125922617)
0901200010394,POINT (-99.16707309201514 19.29466365766996)
0901200262437,POINT (-99.20387470212637 19.23426591681268)
0901200262390,POINT (-99.19370347144356 19.23001032436604)
0901300010067,POINT (-99.13575287028762 19.27041732979545)
0901200272422,POINT (-99.16015837916764 19.21290909930621)
0901200011636,POINT (-99.16340440425149 19.24905068269454)
0901200271782,POINT (-99.13463273697727 19.20102346339156)
0901300010029,POINT (-99.13028112062611 19.28212016600908)
0901200271797,POINT (-99.14561757696895 19.19226770315799)
090120026166A,POINT (-99.19525185948116 19.22945225931084)
0901200261674,POINT (-99.20413108373289 19.2302234939254)
0901200012386,POINT (-99.18283295101135 19.24126675771773)
0901200010981,POINT (-99.14405808281852 19.28635671837284)
0901300010137,POINT (-99.10107673263141 19.26449692714564)
090150001145A,POINT (-99.16505498196106 19.40382377934875)
090120001159A,POINT (-99.18066191727186 19.24653502180958)
0901300011050,POINT (-99.11365969776229 19.26927806505274)
0901200011602,POINT (-99.17928810545311 19.2382150793479)
0901200012456,POINT (-99.14410954520808 19.24415158932419)
0901200011621,POINT (-99.16768717451306 19.24256434185164)
090130001057A,POINT (-99.00847994959423 19.25207233785924)
090130001071A,POINT (-99.0721916085201 19.25810158969079)
0901300011065,POINT (-99.12419658482001 19.27701376025786)
0901200261706,POINT (-99.20884696210511 19.21183569190612)
0901200271778,POINT (-99.14251896156416 19.20601008974593)
0901300010160,POINT (-99.11762799956786 19.26352065964663)
0901300010885,POINT (-99.11725175151383 19.19666940207706)
0901300011277,POINT (-99.09607945600098 19.30109047986457)
0901500010127,POINT (-99.12589726574288 19.45868367744614)
0901300010527,POINT (-99.03372411660625 19.2605611683258)
0901300010550,POINT (-99.01475446702332 19.25422925857458)
0901300010565,POINT (-99.01108283833601 19.25169985173767)
0901300010599,POINT (-99.12545993090103 19.23502420023564)
0901500010714,POINT (-99.15136715636933 19.43756926916855)
0901300010014,POINT (-99.1371108245433 19.27758624786583)
090130001064A,POINT (-99.10151601587377 19.21610112669394)
0901300010809,POINT (-99.14702420613969 19.23248041356022)
0901400010280,POINT (-99.14445270206936 19.39057506511272)
0901300010654,POINT (-99.09650638441383 19.21441919405964)
0901300010813,POINT (-99.14168589909583 19.23988855474598)
0901400010558,POINT (-99.18636147963299 19.38337152349678)
0901300010917,POINT (-99.13856304442479 19.2623423297909)
0901300011224,POINT (-99.12049983090662 19.28343779742796)
0901300010495,POINT (-99.11210621161692 19.2427320372712)
0901500010269,POINT (-99.14150510478346 19.45458450495312)
0901300011173,POINT (-99.12198045907127 19.22983754841605)
0901300011205,POINT (-99.01236970179291 19.24684171499995)
0901300010480,POINT (-99.11660800002365 19.240157703931)
0901400010083,POINT (-99.15228385484819 19.39563603845525)
0901300011455,POINT (-99.13240667689541 19.23839682546031)
090130001089A,POINT (-99.09418874396772 19.22179663745027)
0901300011192,POINT (-99.01758710785964 19.24742997546794)
0901300010758,POINT (-99.1055158670847 19.23338954904902)
0901300010461,POINT (-99.08244699898142 19.24513975641695)
0901300011366,POINT (-99.07226155331364 19.25446574876577)
0901300011370,POINT (-99.07590426597146 19.24920601884316)
090130001139A,POINT (-99.11278355823647 19.28054230806933)
0901300011402,POINT (-99.08190216263786 19.2540155274769)
0901300011417,POINT (-99.07952841982122 19.2530196208007)
0901300010315,POINT (-99.11642970237185 19.25648229748706)
0901400010098,POINT (-99.14805221029565 19.39797394858707)
0901300011421,POINT (-99.13297273485567 19.24741039120136)
0901300010423,POINT (-99.09673453396677 19.24895577493307)
0901300010033,POINT (-99.12999812444178 19.27817391477702)
0901300011309,POINT (-99.11199982023521 19.23572387306643)
090130001032A,POINT (-99.10910154784077 19.25484856557341)
0901300010207,POINT (-99.11743577517193 19.26094606524771)
0901300010283,POINT (-99.13356603276192 19.25602181004992)
0901300010298,POINT (-99.126103918504 19.25594135321182)
0901300010300,POINT (-99.11996435920747 19.2547992117168)
0901300010353,POINT (-99.05945265787773 19.25335823129717)
0901300011385,POINT (-99.11625472916742 19.27859904435812)
0901300010372,POINT (-99.12738741642953 19.24776783944112)
0901400010100,POINT (-99.14769305367848 19.39429950304445)
0901300010387,POINT (-99.12026159616278 19.24517662263053)
0901300010391,POINT (-99.11667105647284 19.24871495587157)
0901300010688,POINT (-99.10936278756577 19.26880476767136)
0901400010825,POINT (-99.16432135167645 19.3691170613512)
0901300010866,POINT (-99.03417010918875 19.24758791225801)
0901300010724,POINT (-99.06288614290541 19.26035669852535)
0901300011027,POINT (-99.08954193507087 19.24896949270474)
0901300010777,POINT (-99.10209161011734 19.22351146125653)
0901300011084,POINT (-99.10329643684129 19.27087913854932)
0901300010832,POINT (-99.11743316617095 19.22506571954175)
0901300010847,POINT (-99.12245874399872 19.21319108670307)
0901300011154,POINT (-99.07318154136202 19.24224988978412)
090130001121A,POINT (-99.11781565590834 19.28548514309243)
0901400010435,POINT (-99.15025154860679 19.38642071409358)
0901300011239,POINT (-99.12056572725955 19.27829032992329)
0901300011120,POINT (-99.09780194517505 19.26018700176472)
0901300010762,POINT (-99.09951732429171 19.22929658463454)
0901300010194,POINT (-99.12068170544927 19.25846224149288)
0901300010245,POINT (-99.10155765086249 19.26049476355579)
0901300011332,POINT (-99.13127161280553 19.26491845796904)
0901300011563,POINT (-99.01772562954039 19.23984429590297)
0901300010175,POINT (-99.12286525204256 19.26267577389459)
0901300010279,POINT (-99.05257830433001 19.25694417601856)
0901400010581,POINT (-99.17366588618609 19.38341947107445)
0901300010211,POINT (-99.11094000953581 19.26219115682185)
0901300010226,POINT (-99.1056937176499 19.26289201917156)
0901300010230,POINT (-99.10695732860415 19.25875531970572)
0901300011506,POINT (-99.1155366090223 19.22857357878617)
0901300011578,POINT (-99.05524728163137 19.24084921879674)
0901300011262,POINT (-99.10804904572714 19.28303764688568)
0901300010334,POINT (-99.10015931030867 19.25225163583526)
0901300010419,POINT (-99.10760364690539 19.24589905919752)
0901300010404,POINT (-99.11110841081158 19.25001400134633)
0901300011101,POINT (-99.09550088887779 19.26999111097449)
0901300011135,POINT (-99.0838730753905 19.26017794161467)
0901300010438,POINT (-99.10006967095555 19.2413521530414)
0901300011116,POINT (-99.09558294254944 19.26366134733456)
0901300011489,POINT (-99.05989330211523 19.26085429616753)
0901300011046,POINT (-99.11689926669173 19.27159618009516)
0901300011099,POINT (-99.09978494379536 19.27261236504136)
0901400010562,POINT (-99.18288657910982 19.38126605897433)
0901300010669,POINT (-99.12285326264595 19.19777387580916)
0901300010705,POINT (-99.08821678980247 19.262988373038)
0901400010914,POINT (-99.18435880726589 19.36440422374858)
0901300010828,POINT (-99.12618379796194 19.24105290869245)
0901300010870,POINT (-99.02007063042041 19.24238327089378)
0901400010115,POINT (-99.14140323834373 19.39902356782632)
0901400010454,POINT (-99.15074339804634 19.38289652822666)
0901300010508,POINT (-99.10687475924999 19.24010156686024)
090140001012A,POINT (-99.14420663623602 19.39518852519902)
090130001114A,POINT (-99.0900264770812 19.25617685239239)
090130001025A,POINT (-99.10200923135878 19.25699128543432)
0901300011493,POINT (-99.02911856654154 19.24555439362432)
0901300011031,POINT (-99.08982761517321 19.24168403414942)
0901300010601,POINT (-99.10833708844011 19.22361161132772)
0901300011510,POINT (-99.11388508059801 19.22177564038671)
0901300011474,POINT (-99.10727792653334 19.20059647598455)
0901400011024,POINT (-99.14119767534764 19.36055075895802)
0901300010851,POINT (-99.1282848112027 19.20439443095469)
0901300011525,POINT (-99.11351097083359 19.23201800543017)
0901400010153,POINT (-99.13249277734403 19.39685111499768)
0901400010219,POINT (-99.17453094234554 19.39461127897328)
0901300011169,POINT (-99.0646564094351 19.24506891032821)
0901400010666,POINT (-99.13812275658044 19.3756250535737)
0901300011188,POINT (-99.11801725541689 19.22960204136611)
0901400010882,POINT (-99.18982459663675 19.36778283897181)
0901400010187,POINT (-99.1842190634413 19.39444924710994)
0901300011559,POINT (-99.02651987208887 19.24248377787433)
0901300011328,POINT (-99.02502600922392 19.25012433308926)
0901300011313,POINT (-99.02010288760702 19.2566526302352)
090130001146A,POINT (-99.12861358671437 19.21625314178304)
0901300011436,POINT (-99.09530647879726 19.22813175292625)
0901300010743,POINT (-99.09558797105572 19.2373532374487)
0901300011440,POINT (-99.08748165028075 19.22570928485544)
0901400010505,POINT (-99.14248230673785 19.37968824391414)
0901300011296,POINT (-99.09245593137091 19.23183185934284)
0901300010368,POINT (-99.04981631856398 19.24840220195424)
0901300011544,POINT (-99.09610547809005 19.22611299909552)
0901400010543,POINT (-99.18996255896639 19.38144219046397)
0901300010692,POINT (-99.03496213094824 19.25319708573021)
0901400010967,POINT (-99.16811357937104 19.36023706926158)
0901400010045,POINT (-99.16769518816238 19.39800454242293)
0901400010168,POINT (-99.13466015848903 19.39400214144699)
0901400010971,POINT (-99.16179955572771 19.36136114032247)
0901400010878,POINT (-99.14002556641887 19.36647637137339)
0901300010739,POINT (-99.08676679257249 19.23679123951995)
0901300010442,POINT (-99.09756597350086 19.24521889057991)
0901400010929,POINT (-99.1778880585635 19.366589813828)
0901400010933,POINT (-99.17458291395636 19.36354403169339)
0901400010986,POINT (-99.15676699551017 19.36052319785453)
090140001101A,POINT (-99.14742035473341 19.35904182967451)
0901400010990,POINT (-99.15238616900726 19.36227521880222)
0901400010312,POINT (-99.13505412967126 19.39026490615631)
0901400010327,POINT (-99.13646151609481 19.38855970053447)
0901400010331,POINT (-99.13631797995308 19.38607269029821)
0901400010685,POINT (-99.19043498586507 19.37475637686702)
0901400010717,POINT (-99.17842846430467 19.37315845813086)
0901400010149,POINT (-99.13560247329842 19.39707294659507)
0901400010172,POINT (-99.13552604060266 19.39238201958958)
0901400010204,POINT (-99.1761194913381 19.39622743524176)
0901400010011,POINT (-99.15880580020146 19.40115874059863)
0901400010026,POINT (-99.15055147898509 19.40300121665808)
0901400010030,POINT (-99.14084203550476 19.40202711594943)
090140001005A,POINT (-99.16279874773126 19.39911719236575)
0901400010492,POINT (-99.14078665685922 19.3839221358913)
0901400010793,POINT (-99.18306207403094 19.3721552298462)
0901400010365,POINT (-99.18415450005864 19.38665273873013)
090140001083A,POINT (-99.16176738702627 19.36925901940758)
0901400010628,POINT (-99.15630391209412 19.37759259612847)
0901400010469,POINT (-99.14875035978763 19.38040945589306)
0901400010473,POINT (-99.14612201479666 19.38342346518652)
0901400010420,POINT (-99.15853321644863 19.38510591898973)
0901400010191,POINT (-99.17992039393853 19.39182629757893)
0901400010596,POINT (-99.1721936915353 19.38067475096366)
0901400010609,POINT (-99.16800758204249 19.38030610694519)
0901400010613,POINT (-99.16275321317471 19.37900293048152)
0901400010632,POINT (-99.15122345235629 19.37615546427744)
0901400010948,POINT (-99.17136716650353 19.36311804964853)
0901400010647,POINT (-99.1466768801688 19.37545621298685)
0901400010651,POINT (-99.14309396473342 19.37467694246038)
0901400010844,POINT (-99.15870210469647 19.36640477171014)
0901400010859,POINT (-99.15302608871724 19.36772755033786)
0901400010350,POINT (-99.18356194850544 19.39013754356414)
0901400010384,POINT (-99.17574742714739 19.38945975684613)
0901400010399,POINT (-99.17074002063205 19.38743824919666)
090140001069A,POINT (-99.18745672741443 19.37712836856712)
0901400010702,POINT (-99.18256620418151 19.37595207155834)
0901400010257,POINT (-99.16020551281407 19.391548209613)
0901400010261,POINT (-99.15503702060961 19.39109794332294)
0901400010276,POINT (-99.1494473792593 19.3902216108388)
0901400010755,POINT (-99.16535630372144 19.37409105049804)
090140001037A,POINT (-99.17941467171075 19.38677751823036)
0901400010488,POINT (-99.14389689431141 19.38494708478844)
0901400010242,POINT (-99.16448280049386 19.39433752922215)
0901400010064,POINT (-99.15770473029536 19.39781462794654)
